ORDEN,sexo,parentesco,conyugue,conyugueNo,padre,padreNo,madre,madreNo,LLAVEHOG,MadreSoltera
2,1,3,0,0,2,0,1,1,60119111,0
3,1,3,0,0,2,0,1,1,60119111,0
4,1,3,0,0,2,0,1,1,60119111,0
1,2,1,0,0,2,0,2,0,60119201,1
2,2,3,0,0,3,0,1,1,60119201,0
1,2,1,0,0,2,0,2,0,60119241,1
2,2,3,0,0,2,0,1,1,60119241,0
3,2,3,0,0,2,0,1,1,60119241,0
1,2,1,0,0,3,0,2,0,60119261,1
2,2,3,0,0,2,0,1,1,60119261,0
3,2,3,0,0,2,0,1,1,60119261,0
4,2,3,0,0,2,0,1,1,60119261,0
5,2,3,0,0,2,0,1,1,60119261,1
6,2,4,0,0,2,0,1,5,60119261,0
1,2,1,0,0,2,0,2,0,60119351,1
2,1,3,0,0,2,0,1,1,60119351,0
3,2,3,0,0,2,0,1,1,60119351,0
4,2,10,0,0,2,0,2,0,60119351,0
1,2,1,0,0,1,3,2,0,60119391,1
2,1,3,0,0,2,0,1,1,60119391,0
3,1,5,0,0,2,0,2,0,60119391,0
1,2,1,0,0,2,0,2,0,60119411,1
2,1,3,0,0,2,0,1,1,60119411,0
1,2,1,0,0,3,0,3,0,60119471,1
2,2,3,0,0,2,0,1,1,60119471,0
1,2,1,0,0,2,0,1,3,60119491,1
2,2,3,0,0,2,0,1,1,60119491,0
3,2,5,0,0,3,0,3,0,60119491,0
1,2,1,0,0,2,0,2,0,60119641,1
2,1,3,0,0,2,0,1,1,60119641,0
3,1,3,0,0,2,0,1,1,60119641,0
1,2,1,0,0,3,0,2,0,60119801,1
2,1,3,0,0,3,0,1,1,60119801,0
3,2,3,0,0,3,0,1,1,60119801,0
1,2,1,0,0,3,0,3,0,60119981,1
2,1,3,0,0,2,0,1,1,60119981,0
3,2,14,0,0,2,0,3,0,60119981,0
1,2,1,0,0,3,0,2,0,60120051,1
2,1,3,0,0,2,0,1,1,60120051,0
3,2,3,0,0,2,0,1,1,60120051,0
1,2,1,0,0,3,0,2,0,60120191,1
2,2,3,0,0,2,0,1,1,60120191,1
3,1,4,0,0,2,0,1,2,60120191,0
1,2,1,0,0,2,0,2,0,60120241,1
2,2,3,0,0,2,0,1,1,60120241,0
3,1,3,0,0,2,0,1,1,60120241,0
1,1,1,1,2,3,0,3,0,60120251,0
2,2,2,1,1,2,0,2,0,60120251,0
3,1,3,0,0,1,1,2,0,60120251,0
4,2,3,0,0,1,1,1,2,60120251,1
5,1,4,0,0,2,0,1,4,60120251,0
6,2,4,0,0,2,0,1,4,60120251,0
1,2,1,0,0,2,0,2,0,60120411,1
2,2,3,0,0,2,0,1,1,60120411,0
3,1,3,0,0,2,0,1,1,60120411,0
1,2,1,0,0,2,0,2,0,60120421,1
2,2,3,0,0,2,0,1,1,60120421,0
3,2,3,0,0,2,0,1,1,60120421,1
4,2,4,0,0,2,0,1,3,60120421,0
1,2,1,0,0,3,0,2,0,60120431,1
2,1,3,0,0,2,0,1,1,60120431,0
1,2,1,0,0,3,0,3,0,60120451,0
2,2,3,0,0,3,0,1,1,60120451,1
3,1,4,0,0,2,0,1,2,60120451,0
4,2,3,0,0,3,0,1,1,60120451,0
1,2,1,1,2,2,0,3,0,60120531,0
2,1,2,1,1,3,0,3,0,60120531,0
3,2,3,0,0,1,2,1,1,60120531,1
4,2,4,0,0,2,0,1,3,60120531,0
1,2,1,0,0,2,0,2,0,60120591,1
2,2,3,0,0,2,0,1,1,60120591,0
3,2,3,1,4,2,0,1,1,60120591,0
4,1,8,1,3,2,0,2,0,60120591,0
5,2,4,0,0,1,4,1,3,60120591,0
6,1,4,0,0,1,4,1,3,60120591,0
7,1,3,0,0,2,0,1,1,60120591,0
1,2,1,0,0,2,0,2,0,60120791,1
2,1,3,0,0,2,0,1,1,60120791,0
3,1,3,0,0,2,0,1,1,60120791,0
4,1,3,0,0,2,0,1,1,60120791,0
1,2,1,0,0,3,0,2,0,60120951,1
2,1,3,0,0,2,0,1,1,60120951,0
3,1,3,0,0,2,0,1,1,60120951,0
1,2,1,0,0,3,0,3,0,60121001,1
2,1,3,0,0,2,0,1,1,60121001,0
3,1,3,0,0,2,0,1,1,60121001,0
4,1,7,1,5,3,0,2,0,60121001,0
5,2,9,1,4,2,0,2,0,60121001,0
6,1,9,0,0,1,4,1,5,60121001,0
1,1,1,0,0,3,0,2,0,60121171,0
2,2,3,0,0,1,1,3,0,60121171,1
3,2,4,0,0,2,0,1,2,60121171,0
1,2,1,0,0,2,0,2,0,60121251,1
2,2,3,0,0,2,0,1,1,60121251,0
1,2,1,0,0,3,0,2,0,60121301,1
2,2,3,0,0,3,0,1,1,60121301,0
3,1,3,0,0,3,0,1,1,60121301,0
1,2,1,0,0,2,0,1,3,60121541,1
2,2,3,0,0,2,0,1,1,60121541,0
3,2,5,0,0,3,0,3,0,60121541,0
1,2,1,1,2,2,0,2,0,60121601,0
2,1,2,1,1,3,0,2,0,60121601,0
3,1,3,0,0,1,2,1,1,60121601,0
4,2,3,0,0,1,2,1,1,60121601,0
5,2,3,0,0,1,2,1,1,60121601,1
6,2,4,0,0,2,0,1,5,60121601,0
1,2,1,0,0,2,0,2,0,60121621,1
2,1,3,0,0,2,0,1,1,60121621,0
3,2,3,0,0,2,0,1,1,60121621,0
1,2,1,0,0,2,0,2,0,60121781,1
2,1,7,0,0,2,0,2,0,60121781,0
3,2,3,0,0,2,0,1,1,60121781,0
4,1,3,0,0,2,0,1,1,60121781,0
1,1,1,0,0,3,0,3,0,60121881,0
2,2,3,0,0,1,1,3,0,60121881,1
3,1,4,0,0,2,0,1,2,60121881,0
1,1,1,1,2,3,0,3,0,60122051,0
2,2,2,1,1,3,0,3,0,60122051,0
3,2,3,0,0,1,1,1,2,60122051,1
4,1,4,0,0,2,0,1,3,60122051,0
5,2,3,0,0,1,1,1,2,60122051,0
1,2,1,0,0,2,0,2,0,60122091,1
2,1,3,0,0,2,0,1,1,60122091,0
1,2,1,0,0,2,0,3,0,60122121,1
2,1,3,0,0,2,0,1,1,60122121,0
1,1,1,0,0,2,0,1,2,60122231,0
2,2,5,0,0,3,0,3,0,60122231,1
1,2,1,0,0,3,0,2,0,60122301,1
2,1,3,0,0,2,0,1,1,60122301,0
1,2,1,0,0,2,0,2,0,60122331,0
2,2,3,0,0,2,0,1,1,60122331,1
3,1,4,0,0,2,0,1,2,60122331,0
4,2,4,0,0,2,0,1,2,60122331,0
1,2,1,0,0,3,0,3,0,60122341,0
2,2,3,0,0,3,0,1,1,60122341,1
3,2,4,0,0,2,0,1,2,60122341,0
1,1,1,1,2,2,0,2,0,60122431,0
2,2,2,1,1,2,0,1,4,60122431,0
3,2,3,0,0,1,1,1,2,60122431,0
4,2,6,0,0,2,0,2,0,60122431,1
5,2,9,0,0,2,0,1,4,60122431,0
6,1,9,0,0,2,0,1,4,60122431,0
1,2,1,0,0,3,0,2,0,60122481,1
2,2,3,0,0,2,0,1,1,60122481,0
3,1,3,0,0,2,0,1,1,60122481,0
1,1,1,1,2,3,0,3,0,60122511,0
2,2,2,1,1,3,0,3,0,60122511,0
3,2,3,0,0,1,1,1,2,60122511,1
4,2,4,0,0,2,0,1,3,60122511,0
1,2,1,0,0,2,0,2,0,60122531,1
2,2,3,0,0,2,0,1,1,60122531,0
1,2,1,0,0,2,0,2,0,60122731,1
2,2,3,0,0,2,0,1,1,60122731,0
1,2,1,0,0,3,0,3,0,60122801,1
2,1,3,0,0,2,0,1,1,60122801,0
3,1,3,0,0,2,0,1,1,60122801,0
4,1,3,0,0,2,0,1,1,60122801,0
1,2,1,0,0,2,0,2,0,60122951,1
2,1,3,0,0,2,0,1,1,60122951,0
1,2,1,0,0,3,0,3,0,60123001,0
2,1,3,0,0,2,0,1,1,60123001,0
3,1,3,0,0,2,0,1,1,60123001,0
4,2,3,0,0,2,0,1,1,60123001,1
5,1,4,0,0,2,0,1,4,60123001,0
1,2,1,0,0,2,0,2,0,60123021,1
2,1,3,0,0,2,0,1,1,60123021,0
1,2,1,0,0,2,0,2,0,60123151,1
2,2,3,0,0,2,0,1,1,60123151,0
1,2,1,0,0,2,0,2,0,60123231,1
2,1,3,0,0,2,0,1,1,60123231,0
1,2,1,0,0,3,0,3,0,60123311,1
2,2,3,0,0,2,0,1,1,60123311,0
1,2,1,0,0,2,0,2,0,60123321,1
2,1,3,1,3,2,0,1,1,60123321,0
3,2,8,1,2,2,0,2,0,60123321,0
1,1,1,1,2,3,0,3,0,60123331,0
2,2,2,1,1,3,0,3,0,60123331,0
3,2,3,0,0,1,1,1,2,60123331,1
4,2,4,0,0,2,0,1,3,60123331,0
5,2,3,0,0,1,1,1,2,60123331,1
6,2,4,0,0,2,0,1,5,60123331,0
1,2,1,0,0,2,0,2,0,60123361,1
2,2,3,0,0,2,0,1,1,60123361,0
3,2,3,0,0,2,0,1,1,60123361,0
1,2,1,0,0,2,0,2,0,60123381,1
2,1,3,0,0,2,0,1,1,60123381,0
3,1,3,0,0,2,0,1,1,60123381,0
4,1,7,0,0,2,0,2,0,60123381,0
1,2,1,0,0,3,0,2,0,60123391,1
2,2,3,0,0,2,0,1,1,60123391,0
3,2,3,0,0,2,0,1,1,60123391,0
1,2,1,1,2,2,0,2,0,60123521,0
2,1,2,1,1,2,0,2,0,60123521,0
3,2,3,0,0,1,2,1,1,60123521,1
4,1,4,0,0,2,0,1,3,60123521,0
1,2,1,0,0,1,4,1,5,60123571,1
2,2,3,0,0,2,0,1,1,60123571,0
3,1,3,2,0,2,0,1,1,60123571,0
4,1,5,1,5,3,0,3,0,60123571,0
5,2,5,1,4,3,0,3,0,60123571,0
1,1,1,1,2,3,0,3,0,60123701,0
2,2,2,1,1,3,0,3,0,60123701,0
3,2,3,0,0,1,1,1,2,60123701,1
4,1,4,0,0,2,0,1,3,60123701,0
1,2,1,0,0,2,0,2,0,60123831,1
2,2,3,0,0,2,0,1,1,60123831,0
3,2,3,0,0,2,0,1,1,60123831,0
4,1,3,0,0,2,0,1,1,60123831,0
1,1,1,1,2,2,0,2,0,60123971,0
2,2,2,1,1,2,0,2,0,60123971,0
3,2,3,0,0,1,1,1,2,60123971,0
4,2,3,0,0,1,1,2,0,60123971,1
5,1,4,0,0,2,0,1,4,60123971,0
6,2,3,0,0,1,1,2,0,60123971,0
1,2,1,0,0,3,0,2,0,60124461,1
2,1,3,0,0,3,0,1,1,60124461,0
3,2,3,0,0,3,0,1,1,60124461,1
4,2,4,0,0,2,0,1,3,60124461,0
1,2,1,0,0,2,0,3,0,60124471,1
2,1,3,0,0,2,0,1,1,60124471,0
3,2,3,0,0,2,0,1,1,60124471,0
1,2,1,0,0,3,0,3,0,60124481,1
2,1,3,0,0,2,0,1,1,60124481,0
1,2,1,0,0,2,0,2,0,60124561,1
2,2,3,0,0,2,0,1,1,60124561,0
3,2,3,0,0,2,0,1,1,60124561,0
4,2,3,0,0,2,0,1,1,60124561,1
5,1,4,0,0,2,0,1,4,60124561,0
1,2,1,0,0,3,0,2,0,60124591,1
2,2,3,0,0,2,0,1,1,60124591,0
1,2,1,0,0,2,0,2,0,60124601,1
2,2,3,0,0,2,0,1,1,60124601,0
3,1,3,0,0,2,0,1,1,60124601,0
1,2,1,0,0,2,0,3,0,60124621,1
2,1,3,0,0,2,0,1,1,60124621,0
3,2,3,0,0,2,0,1,1,60124621,0
1,2,1,0,0,2,0,3,0,60124661,1
2,2,3,0,0,2,0,1,1,60124661,0
1,2,1,0,0,3,0,3,0,60124711,0
2,2,3,0,0,2,0,1,1,60124711,1
3,2,4,0,0,2,0,1,2,60124711,0
4,2,4,0,0,2,0,1,2,60124711,0
5,1,4,0,0,2,0,1,2,60124711,0
6,1,4,0,0,2,0,3,0,60124711,0
1,2,1,0,0,3,0,3,0,60124781,0
2,2,7,0,0,3,0,3,0,60124781,0
3,2,7,0,0,3,0,3,0,60124781,1
4,2,9,0,0,2,0,1,3,60124781,0
1,2,1,0,0,2,0,2,0,60124801,1
2,1,3,0,0,3,0,1,1,60124801,0
1,2,1,0,0,3,0,2,0,60124831,1
2,1,3,0,0,2,0,1,1,60124831,0
1,2,1,0,0,3,0,2,0,60124832,1
2,1,3,0,0,2,0,1,1,60124832,0
3,2,3,0,0,2,0,1,1,60124832,0
4,2,3,0,0,2,0,1,1,60124832,1
5,1,4,0,0,2,0,1,4,60124832,0
1,1,1,1,2,3,0,2,0,60124871,0
2,2,2,1,1,3,0,3,0,60124871,0
3,2,3,0,0,1,1,1,2,60124871,1
4,1,4,0,0,2,0,1,3,60124871,0
1,1,1,1,2,2,0,3,0,60124911,0
2,2,2,1,1,2,0,1,4,60124911,0
3,1,3,0,0,1,1,1,2,60124911,0
4,2,6,0,0,2,0,2,0,60124911,1
5,1,7,0,0,2,0,1,4,60124911,0
1,2,1,0,0,2,0,2,0,60124941,1
2,1,3,0,0,2,0,1,1,60124941,0
3,1,3,0,0,2,0,1,1,60124941,0
4,1,7,0,0,2,0,2,0,60124941,0
1,2,1,0,0,3,0,2,0,60125021,1
2,1,3,0,0,3,0,1,1,60125021,0
1,2,1,2,0,2,0,2,0,60125081,0
2,2,3,0,0,2,0,1,1,60125081,1
3,1,4,0,0,2,0,1,2,60125081,0
1,2,1,0,0,2,0,2,0,60125101,1
2,2,3,0,0,2,0,1,1,60125101,0
3,2,3,0,0,2,0,1,1,60125101,0
1,2,1,0,0,2,0,2,0,60125121,1
2,1,3,0,0,2,0,1,1,60125121,0
3,1,3,0,0,2,0,1,1,60125121,0
4,1,3,0,0,2,0,1,1,60125121,0
1,2,1,0,0,3,0,3,0,60125221,0
2,2,3,0,0,3,0,1,1,60125221,1
3,2,4,0,0,3,0,1,2,60125221,0
1,2,1,0,0,3,0,3,0,60125241,0
2,2,4,0,0,2,0,2,0,60125241,1
3,1,9,0,0,2,0,1,2,60125241,0
1,2,1,0,0,3,0,3,0,60125331,1
2,2,3,0,0,2,0,1,1,60125331,0
3,2,4,0,0,2,0,2,0,60125331,0
1,2,1,0,0,3,0,3,0,60125491,1
2,2,3,0,0,2,0,1,1,60125491,0
3,2,3,0,0,2,0,1,1,60125491,0
1,2,1,0,0,3,0,3,0,60125581,1
2,1,3,0,0,2,0,1,1,60125581,0
1,2,1,0,0,3,0,2,0,60125611,1
2,2,3,0,0,2,0,1,1,60125611,0
3,2,3,0,0,2,0,1,1,60125611,0
4,2,3,0,0,2,0,1,1,60125611,0
5,2,3,0,0,2,0,1,1,60125611,0
6,1,3,0,0,2,0,1,1,60125611,0
1,2,1,0,0,2,0,2,0,60125721,1
2,1,3,0,0,2,0,1,1,60125721,0
3,2,3,0,0,2,0,1,1,60125721,0
4,2,3,0,0,2,0,1,1,60125721,0
5,2,7,0,0,3,0,2,0,60125721,0
1,1,1,1,2,3,0,3,0,60125821,0
2,2,2,1,1,2,0,2,0,60125821,0
3,1,3,0,0,1,1,1,2,60125821,0
4,1,3,0,0,1,1,1,2,60125821,0
5,2,3,0,0,1,1,1,2,60125821,1
6,1,4,0,0,2,0,1,5,60125821,0
1,2,1,0,0,3,0,2,0,60125971,0
2,2,3,0,0,3,0,2,0,60125971,1
3,2,9,0,0,2,0,1,2,60125971,0
1,1,1,1,2,3,0,3,0,60126081,0
2,2,2,1,1,2,0,2,0,60126081,0
3,2,3,0,0,1,1,1,2,60126081,1
4,2,4,0,0,2,0,1,3,60126081,0
1,2,1,0,0,2,0,2,0,60126221,1
2,1,3,0,0,2,0,1,1,60126221,0
1,2,1,0,0,3,0,2,0,60126251,1
2,1,3,0,0,2,0,1,1,60126251,0
3,1,3,0,0,2,0,1,1,60126251,0
1,2,1,0,0,3,0,3,0,60126361,0
2,2,3,0,0,3,0,1,1,60126361,1
3,2,4,0,0,2,0,1,2,60126361,0
1,2,1,0,0,3,0,3,0,60126481,1
2,2,3,0,0,2,0,1,1,60126481,0
1,2,1,0,0,3,0,2,0,60126711,1
2,2,3,0,0,2,0,1,1,60126711,0
1,2,1,0,0,2,0,2,0,60126801,1
2,2,3,0,0,2,0,1,1,60126801,0
3,1,3,0,0,2,0,1,1,60126801,0
1,2,1,0,0,3,0,2,0,60126831,1
2,1,3,0,0,2,0,1,1,60126831,0
3,2,3,0,0,2,0,1,1,60126831,0
4,2,3,0,0,2,0,1,1,60126831,1
5,1,4,0,0,2,0,1,4,60126831,0
1,1,1,1,2,2,0,2,0,60126941,0
2,2,2,1,1,2,0,2,0,60126941,0
3,1,3,0,0,1,1,1,2,60126941,0
4,2,3,0,0,2,0,1,2,60126941,1
5,1,4,0,0,2,0,1,4,60126941,0
1,2,1,0,0,2,0,2,0,60126981,1
2,1,3,0,0,2,0,1,1,60126981,0
3,1,7,0,0,2,0,2,0,60126981,0
1,2,1,0,0,3,0,3,0,60127001,1
2,2,3,0,0,2,0,1,1,60127001,0
3,2,3,0,0,2,0,1,1,60127001,0
1,2,1,0,0,2,0,2,0,60127021,1
2,2,3,0,0,2,0,1,1,60127021,0
3,1,3,0,0,2,0,1,1,60127021,0
1,2,1,0,0,3,0,3,0,60127081,0
2,2,3,0,0,3,0,1,1,60127081,1
3,1,4,0,0,2,0,1,2,60127081,0
4,2,4,0,0,2,0,1,2,60127081,0
5,2,4,0,0,2,0,1,2,60127081,0
1,2,1,0,0,2,0,2,0,60127181,1
2,1,3,0,0,2,0,1,1,60127181,0
3,1,3,0,0,2,0,1,1,60127181,0
4,1,3,0,0,2,0,1,1,60127181,0
1,2,1,0,0,3,0,3,0,60127221,1
2,1,3,0,0,3,0,1,1,60127221,0
3,1,14,0,0,3,0,3,0,60127221,0
1,2,1,0,0,2,0,2,0,60127241,1
2,2,3,0,0,2,0,1,1,60127241,0
1,2,1,0,0,3,0,3,0,60127491,0
2,2,3,0,0,3,0,1,1,60127491,0
3,2,3,0,0,3,0,1,1,60127491,1
4,2,4,0,0,2,0,1,3,60127491,0
1,2,1,0,0,2,0,2,0,60127661,1
2,1,3,0,0,2,0,1,1,60127661,0
1,2,1,0,0,2,0,3,0,60127691,1
2,2,3,0,0,2,0,1,1,60127691,0
3,2,3,2,0,2,0,1,1,60127691,0
4,2,4,0,0,2,0,1,3,60127691,0
1,1,1,1,2,3,0,3,0,60127731,0
2,2,2,1,1,2,0,2,0,60127731,0
3,2,14,0,0,2,0,2,0,60127731,1
4,2,14,0,0,2,0,1,3,60127731,0
5,2,14,0,0,2,0,1,3,60127731,0
1,2,1,0,0,2,0,2,0,60127921,1
2,2,3,0,0,2,0,1,1,60127921,0
1,2,1,0,0,2,0,2,0,60127941,1
2,2,3,0,0,2,0,1,1,60127941,0
3,1,3,0,0,2,0,1,1,60127941,0
1,2,1,0,0,3,0,2,0,60128021,1
2,1,3,0,0,2,0,1,1,60128021,0
3,2,3,0,0,2,0,1,1,60128021,1
4,1,4,0,0,2,0,1,3,60128021,0
5,2,4,0,0,2,0,1,3,60128021,0
1,2,1,0,0,3,0,2,0,60128081,0
2,2,3,0,0,2,0,1,1,60128081,1
3,2,4,0,0,3,0,1,2,60128081,0
1,2,1,0,0,2,0,2,0,60128151,1
2,2,3,0,0,2,0,1,1,60128151,0
1,2,1,0,0,2,0,2,0,60128161,1
2,1,3,0,0,2,0,1,1,60128161,0
1,1,1,1,2,3,0,3,0,60128291,0
2,2,2,1,1,3,0,3,0,60128291,0
3,2,3,0,0,1,1,1,2,60128291,0
4,2,3,0,0,1,1,1,2,60128291,1
5,2,4,0,0,2,0,1,4,60128291,0
1,2,1,0,0,2,0,2,0,60128331,1
2,2,3,0,0,2,0,1,1,60128331,0
3,1,3,0,0,2,0,1,1,60128331,0
1,2,1,0,0,2,0,2,0,60128351,1
2,2,3,0,0,2,0,1,1,60128351,0
3,1,3,0,0,2,0,1,1,60128351,0
1,2,1,0,0,3,0,2,0,60128391,1
2,1,3,0,0,2,0,1,1,60128391,0
3,1,3,0,0,2,0,1,1,60128391,0
4,2,3,0,0,2,0,1,1,60128391,1
5,2,4,0,0,2,0,1,4,60128391,0
6,2,3,0,0,2,0,1,1,60128391,1
7,2,4,0,0,2,0,1,6,60128391,0
1,2,1,0,0,2,0,2,0,60128401,1
2,1,3,0,0,2,0,1,1,60128401,0
3,1,3,0,0,2,0,1,1,60128401,0
4,2,3,0,0,2,0,1,1,60128401,0
5,1,3,0,0,2,0,1,1,60128401,0
1,2,1,0,0,2,0,1,3,60128451,1
2,2,3,0,0,2,0,1,1,60128451,0
3,2,5,0,0,3,0,3,0,60128451,0
1,2,1,0,0,2,0,2,0,60128481,1
2,1,3,0,0,2,0,1,1,60128481,0
3,1,3,0,0,2,0,1,1,60128481,0
1,2,1,0,0,2,0,2,0,60128521,1
2,1,3,0,0,2,0,1,1,60128521,0
3,1,3,0,0,2,0,1,1,60128521,0
4,1,3,0,0,2,0,1,1,60128521,0
5,1,3,0,0,2,0,1,1,60128521,0
6,2,3,0,0,2,0,1,1,60128521,0
7,1,3,0,0,2,0,1,1,60128521,0
1,1,1,0,0,2,0,3,0,60128611,0
2,2,7,0,0,2,0,3,0,60128611,0
3,2,7,0,0,2,0,3,0,60128611,1
4,2,9,0,0,2,0,1,3,60128611,0
1,1,1,1,2,2,0,2,0,60128661,0
2,2,2,1,1,2,0,3,0,60128661,0
3,2,3,0,0,1,1,1,2,60128661,1
4,1,4,0,0,2,0,1,3,60128661,0
1,1,1,1,2,3,0,2,0,60128671,0
2,2,2,1,1,2,0,2,0,60128671,0
3,2,3,0,0,1,1,1,2,60128671,0
4,2,3,0,0,1,1,1,2,60128671,0
5,2,3,0,0,1,1,1,2,60128671,1
6,2,4,0,0,2,0,1,5,60128671,0
1,2,1,2,0,3,0,2,0,60128751,0
2,2,7,0,0,3,0,2,0,60128751,1
3,1,9,0,0,2,0,1,2,60128751,0
1,2,1,0,0,2,0,3,0,60128781,1
2,1,3,0,0,2,0,1,1,60128781,0
3,1,3,0,0,2,0,1,1,60128781,0
4,2,3,0,0,2,0,1,1,60128781,0
1,2,1,0,0,3,0,2,0,60128791,1
2,1,3,0,0,2,0,1,1,60128791,0
1,2,1,0,0,2,0,2,0,60129051,1
2,1,3,0,0,2,0,1,1,60129051,0
3,2,3,0,0,2,0,1,1,60129051,0
4,1,3,0,0,2,0,1,1,60129051,0
1,2,1,0,0,2,0,2,0,60129081,1
2,2,3,0,0,2,0,1,1,60129081,0
3,1,3,0,0,2,0,1,1,60129081,0
1,2,1,0,0,3,0,3,0,60129091,1
2,1,3,0,0,2,0,1,1,60129091,0
3,2,4,0,0,2,0,2,0,60129091,0
1,2,1,0,0,2,0,2,0,60129111,1
2,1,3,0,0,2,0,1,1,60129111,0
3,1,3,0,0,2,0,1,1,60129111,0
1,2,1,0,0,3,0,3,0,60129171,0
2,1,3,0,0,3,0,1,1,60129171,0
3,2,7,0,0,3,0,3,0,60129171,0
4,2,9,0,0,2,0,1,3,60129171,1
5,1,9,0,0,2,0,1,4,60129171,0
6,1,9,0,0,2,0,1,4,60129171,0
1,2,1,0,0,2,0,2,0,60129211,1
2,2,3,0,0,2,0,1,1,60129211,0
3,2,3,0,0,2,0,1,1,60129211,0
4,1,3,0,0,2,0,1,1,60129211,0
1,2,1,0,0,3,0,1,3,60129231,1
2,2,3,0,0,2,0,1,1,60129231,0
3,2,5,0,0,3,0,3,0,60129231,0
1,2,1,0,0,3,0,3,0,60129251,1
2,1,3,0,0,3,0,1,1,60129251,0
3,1,3,0,0,3,0,1,1,60129251,0
1,2,1,0,0,2,0,2,0,60129261,1
2,1,3,0,0,2,0,1,1,60129261,0
3,2,3,0,0,2,0,1,1,60129261,0
4,2,3,0,0,2,0,1,1,60129261,0
1,2,1,0,0,2,0,2,0,60129321,1
2,1,3,0,0,3,0,1,1,60129321,0
3,2,3,0,0,3,0,1,1,60129321,0
4,1,3,0,0,3,0,1,1,60129321,0
1,2,1,0,0,3,0,3,0,60129351,0
2,1,3,0,0,3,0,1,1,60129351,0
3,1,3,0,0,3,0,1,1,60129351,0
4,2,3,0,0,3,0,1,1,60129351,1
5,2,4,0,0,2,0,1,4,60129351,0
6,2,3,0,0,3,0,1,1,60129351,1
7,1,4,0,0,2,0,1,6,60129351,0
8,2,4,0,0,2,0,1,6,60129351,0
9,2,3,0,0,3,0,1,1,60129351,1
10,1,4,0,0,2,0,1,9,60129351,0
1,1,1,1,2,2,0,2,0,60129361,0
2,2,2,1,1,3,0,2,0,60129361,0
3,2,3,0,0,1,1,1,2,60129361,0
4,2,3,0,0,2,0,1,2,60129361,1
5,2,4,0,0,2,0,1,4,60129361,0
1,2,1,0,0,3,0,3,0,60129371,1
2,1,3,0,0,3,0,1,1,60129371,0
1,1,1,1,2,3,0,3,0,60129411,0
2,2,2,1,1,3,0,2,0,60129411,0
3,2,3,0,0,1,1,1,2,60129411,1
4,2,4,0,0,2,0,1,3,60129411,0
1,2,1,0,0,2,0,2,0,60129501,1
2,1,3,0,0,2,0,1,1,60129501,0
1,2,1,0,0,3,0,2,0,60129511,0
2,2,3,0,0,3,0,1,1,60129511,1
3,1,4,0,0,2,0,1,2,60129511,0
1,2,1,0,0,2,0,2,0,60129541,1
2,1,3,0,0,2,0,1,1,60129541,0
1,2,1,0,0,3,0,3,0,60129601,1
2,2,3,0,0,3,0,1,1,60129601,0
1,2,1,0,0,3,0,2,0,60129671,1
2,1,3,0,0,2,0,1,1,60129671,0
3,2,3,0,0,2,0,1,1,60129671,0
1,2,1,0,0,3,0,3,0,60129701,1
2,2,3,0,0,2,0,1,1,60129701,1
3,1,4,0,0,2,0,1,2,60129701,0
1,2,1,0,0,2,0,2,0,60129721,1
2,1,3,0,0,2,0,1,1,60129721,0
1,2,1,0,0,3,0,3,0,60129741,0
2,2,3,0,0,2,0,1,1,60129741,1
3,2,4,0,0,2,0,1,2,60129741,0
1,1,1,0,0,3,0,3,0,60129781,0
2,2,3,0,0,1,1,3,0,60129781,1
3,1,4,0,0,2,0,1,2,60129781,0
4,1,4,0,0,2,0,1,2,60129781,0
5,2,4,0,0,2,0,1,2,60129781,0
1,2,1,0,0,3,0,2,0,60129821,1
2,1,3,0,0,2,0,1,1,60129821,0
3,1,3,0,0,2,0,1,1,60129821,0
1,2,1,0,0,2,0,2,0,60129891,1
2,1,3,0,0,2,0,1,1,60129891,0
3,1,3,0,0,2,0,1,1,60129891,0
1,2,1,0,0,3,0,3,0,60129931,1
2,2,3,0,0,2,0,1,1,60129931,0
3,2,3,0,0,2,0,1,1,60129931,0
4,2,3,0,0,2,0,1,1,60129931,0
1,2,1,0,0,2,0,2,0,60129971,1
2,2,3,0,0,2,0,1,1,60129971,0
1,2,1,0,0,2,0,3,0,60130121,1
2,2,3,0,0,2,0,1,1,60130121,0
3,2,3,2,0,2,0,1,1,60130121,0
4,2,4,0,0,2,0,1,3,60130121,0
1,2,1,0,0,2,0,3,0,60130191,1
2,2,3,0,0,2,0,1,1,60130191,0
3,2,3,0,0,2,0,1,1,60130191,0
4,1,3,1,5,2,0,1,1,60130191,0
5,2,8,1,4,2,0,2,0,60130191,0
6,1,4,0,0,1,4,1,5,60130191,0
7,1,4,0,0,2,0,2,0,60130191,0
8,1,4,0,0,2,0,2,0,60130191,0
9,2,4,0,0,2,0,2,0,60130191,0
1,2,1,0,0,2,0,2,0,60130271,1
2,1,3,0,0,2,0,1,1,60130271,0
1,1,1,1,2,3,0,3,0,60130291,0
2,2,2,1,1,2,0,3,0,60130291,0
3,2,3,0,0,1,1,1,2,60130291,0
4,1,3,0,0,1,1,1,2,60130291,0
5,2,3,0,0,1,1,1,2,60130291,1
6,1,4,0,0,2,0,1,5,60130291,0
1,2,1,0,0,3,0,2,0,60130321,1
2,2,3,0,0,3,0,1,1,60130321,0
1,2,1,0,0,3,0,3,0,60130391,1
2,1,3,0,0,2,0,1,1,60130391,0
3,2,3,0,0,2,0,1,1,60130391,0
