LLAVEHOG,ORDEN,DIRECTORIO,NoHijos,NvEducacion,TipoContrato,Salud,Agua_Potable,Estrato,Satisfaccion
60008131,6,6000813,2,0,0,1,2,1,0
60008141,1,6000814,3,3,2,1,1,1,9
60008151,1,6000815,3,3,0,1,4,1,4
60008151,2,6000815,3,3,0,1,4,1,7
60008151,3,6000815,1,4,0,1,4,1,8
60008151,4,6000815,3,0,0,1,4,1,0
60008161,1,6000816,2,5,2,1,6,1,10
60008171,1,6000817,2,3,0,1,1,1,10
60008171,2,6000817,3,3,0,1,1,1,10
60008171,3,6000817,1,3,0,1,1,1,0
60008171,4,6000817,1,1,0,1,1,1,0
60008171,5,6000817,1,0,0,1,1,1,0
60008171,6,6000817,1,0,0,1,1,1,0
60008171,7,6000817,1,0,0,1,1,1,0
60008181,1,6000818,2,4,1,1,2,1,6
60008181,2,6000818,3,0,0,1,2,1,0
60008191,1,6000819,3,5,0,1,2,1,10
60008191,2,6000819,2,11,0,1,2,1,9
60008191,3,6000819,1,11,1,9,2,1,10
60008191,4,6000819,1,0,0,1,2,1,10
60008191,5,6000819,2,0,0,1,2,1,0
60008191,6,6000819,2,3,0,1,2,1,5
60008201,1,6000820,2,2,0,1,1,1,9
60008201,2,6000820,2,3,1,1,1,1,7
60008201,3,6000820,1,5,2,1,1,1,8
60008211,1,6000821,2,5,2,1,1,1,8
60008211,2,6000821,2,0,0,1,1,1,8
60008221,1,6000822,1,11,0,1,2,2,8
60008221,2,6000822,1,11,0,1,2,2,9
60008221,3,6000822,2,0,0,1,2,2,10
60008221,4,6000822,2,3,0,1,2,2,10
60008231,1,6000823,3,3,1,1,1,1,8
60008231,2,6000823,3,4,1,1,1,1,8
60008231,3,6000823,1,5,0,1,1,1,8
60008231,4,6000823,1,5,0,1,1,1,7
60008231,5,6000823,1,4,0,1,1,1,7
60008231,6,6000823,1,0,0,1,1,1,0
60008231,7,6000823,1,0,0,1,1,1,0
60008231,8,6000823,1,0,0,1,1,1,0
60008232,1,6000823,2,0,0,1,2,1,7
60008232,2,6000823,1,0,0,1,2,1,7
60008232,3,6000823,1,0,0,1,2,1,0
60008233,1,6000823,2,5,0,1,1,1,5
60008233,2,6000823,1,3,0,1,1,1,0
60008233,3,6000823,1,0,0,1,1,1,0
60008241,1,6000824,2,4,0,1,6,1,5
60008241,2,6000824,1,0,0,1,6,1,0
60008242,1,6000824,2,4,0,1,6,1,5
60008242,2,6000824,2,10,2,1,6,1,6
60008242,3,6000824,1,4,0,1,6,1,7
60008242,4,6000824,2,0,0,1,6,1,0
60008251,1,6000825,2,4,1,1,2,1,7
60008251,2,6000825,2,4,0,1,2,1,8
60008251,3,6000825,1,0,0,1,2,1,0
60008261,1,6000826,1,11,0,1,2,2,8
60008261,2,6000826,2,0,0,1,2,2,5
60008261,3,6000826,3,3,0,2,2,2,6
60008271,1,6000827,2,0,0,1,2,1,10
60008281,1,6000828,3,8,1,2,6,1,8
60008291,1,6000829,3,1,0,1,1,1,6
60008291,2,6000829,1,5,0,1,1,1,8
60008291,3,6000829,1,0,0,1,1,1,0
60008301,1,6000830,2,7,0,1,4,2,8
60008301,2,6000830,2,5,0,1,4,2,8
60008301,3,6000830,1,7,0,1,4,2,9
60008301,4,6000830,1,0,0,1,4,2,0
60008311,1,6000831,3,3,1,1,1,2,6
60008311,10,6000831,1,0,0,1,1,2,7
60008311,11,6000831,1,0,0,1,1,2,0
60008311,12,6000831,1,0,0,1,1,2,0
60008311,13,6000831,1,0,0,1,1,2,5
60008311,14,6000831,1,0,0,1,1,2,0
60008311,2,6000831,3,7,0,1,1,2,9
60008311,3,6000831,1,0,0,1,1,2,5
60008311,4,6000831,1,0,0,1,1,2,0
60008311,5,6000831,1,0,0,1,1,2,0
60008311,6,6000831,1,0,0,1,1,2,0
60008311,7,6000831,1,0,0,1,1,2,7
60008311,8,6000831,2,4,1,1,1,2,7
60008311,9,6000831,1,0,0,1,1,2,0
60008321,1,6000832,2,5,0,1,4,2,9
60008321,2,6000832,2,5,0,1,4,2,9
60008321,3,6000832,1,7,0,1,4,2,9
60008321,4,6000832,1,0,0,1,4,2,9
60008331,1,6000833,3,3,0,1,1,1,7
60008331,2,6000833,3,9,1,1,1,1,6
60008331,3,6000833,3,7,1,1,1,1,7
60008331,4,6000833,1,0,0,1,1,1,8
60008331,5,6000833,1,0,0,1,1,1,9
60008331,6,6000833,3,5,0,1,1,1,6
60008331,7,6000833,3,4,2,1,1,1,3
60008331,8,6000833,1,5,0,1,1,1,4
60008331,9,6000833,1,0,0,1,1,1,0
60008341,1,6000834,2,3,0,1,2,1,8
60008341,2,6000834,2,3,2,1,2,1,8
60008341,3,6000834,1,0,0,1,2,1,0
60008341,4,6000834,1,0,0,1,2,1,0
60008351,1,6000835,2,5,0,1,2,1,9
60008351,2,6000835,2,3,2,1,2,1,9
60008351,3,6000835,1,0,0,1,2,1,0
60008361,1,6000836,2,5,0,1,2,1,8
60008361,2,6000836,2,4,0,1,2,1,10
60008361,3,6000836,1,0,0,1,2,1,0
60008361,4,6000836,1,0,0,1,2,1,0
60008371,1,6000837,2,3,0,1,1,1,9
60008371,2,6000837,2,3,2,1,1,1,9
60008371,3,6000837,1,7,2,1,1,1,9
60008371,4,6000837,2,5,0,1,1,1,9
60008371,5,6000837,1,0,0,1,1,1,0
60008371,6,6000837,2,0,0,1,1,1,0
60008371,7,6000837,2,0,0,1,1,1,0
60008371,8,6000837,2,5,0,1,1,1,9
60008381,1,6000838,3,5,2,1,1,1,6
60008381,2,6000838,3,4,0,1,1,1,7
60008381,3,6000838,1,0,0,1,1,1,0
60008381,4,6000838,1,0,0,1,1,1,0
60008381,5,6000838,3,3,2,1,1,1,4
60008391,1,6000839,2,5,0,1,2,1,9
60008391,2,6000839,1,0,0,1,2,1,9
60008391,3,6000839,1,5,0,1,2,1,10
60008391,4,6000839,2,5,0,1,2,1,9
60008391,5,6000839,1,7,0,1,2,1,9
60008391,6,6000839,1,0,0,1,2,1,9
60008391,7,6000839,1,0,0,1,2,1,0
60008391,8,6000839,2,5,0,1,2,1,9
60008391,9,6000839,1,0,0,1,2,1,0
60008401,1,6000840,3,7,0,1,4,1,10
60008401,2,6000840,2,5,0,1,4,1,10
60008401,3,6000840,2,0,0,1,4,1,10
60008401,4,6000840,1,0,0,1,4,1,0
60008401,5,6000840,1,0,0,1,4,1,0
60008411,1,6000841,3,3,2,1,1,1,6
60008411,2,6000841,3,3,0,1,1,1,0
60008411,3,6000841,1,4,2,1,1,1,10
60008411,4,6000841,1,5,2,1,1,1,10
60008411,5,6000841,1,4,1,1,1,1,10
60008411,6,6000841,2,0,0,1,1,1,0
60008411,7,6000841,2,0,0,1,1,1,0
60008411,8,6000841,2,0,0,1,1,1,0
60008421,1,6000842,3,3,0,1,1,1,6
60008421,2,6000842,1,0,0,1,1,1,9
60008421,3,6000842,1,5,0,1,1,1,8
60008421,4,6000842,1,0,0,1,1,1,0
60008421,5,6000842,1,0,0,1,1,1,0
60008431,1,6000843,3,3,0,1,1,1,7
60008431,10,6000843,1,0,0,1,1,1,0
60008431,2,6000843,3,3,0,1,1,1,7
60008431,3,6000843,1,5,0,1,1,1,8
60008431,4,6000843,1,5,2,1,1,1,8
60008431,5,6000843,2,5,0,1,1,1,8
60008431,6,6000843,1,0,0,1,1,1,0
60008431,7,6000843,1,5,2,1,1,1,7
60008431,8,6000843,1,0,0,1,1,1,0
60008431,9,6000843,1,0,0,1,1,1,0
60008441,1,6000844,2,5,1,1,2,1,8
60008441,2,6000844,2,7,0,1,2,1,8
60008441,3,6000844,1,0,0,1,2,1,10
60008441,4,6000844,1,0,0,1,2,1,0
60008451,1,6000845,3,3,0,1,1,1,4
60008451,2,6000845,3,3,0,1,1,1,3
60008451,3,6000845,1,3,0,1,1,1,0
60008451,4,6000845,1,5,2,1,1,1,0
60008451,5,6000845,1,3,0,1,1,1,8
60008451,6,6000845,1,0,0,1,1,1,8
60008451,7,6000845,1,4,0,1,1,1,5
60008451,8,6000845,1,0,0,1,1,1,0
60008471,1,6000847,2,1,0,1,1,1,8
60008471,2,6000847,3,3,2,1,1,1,8
60008481,1,6000848,3,3,0,1,1,1,7
60008481,2,6000848,2,0,0,1,1,1,10
60008491,1,6000849,3,5,2,1,1,1,8
60008491,2,6000849,1,11,0,1,1,1,9
60008501,1,6000850,3,3,0,1,1,1,6
60008501,2,6000850,2,3,1,1,1,1,4
60008501,3,6000850,3,3,1,1,1,1,7
60008501,4,6000850,3,3,0,1,1,1,0
60008521,1,6000852,2,9,0,1,4,3,9
60008521,2,6000852,2,4,0,1,4,3,9
60008521,3,6000852,1,4,0,1,4,3,9
60008521,4,6000852,1,11,0,1,4,3,9
60008521,5,6000852,1,0,0,1,4,3,0
60008521,6,6000852,1,0,0,1,4,3,0
60008531,1,6000853,3,7,0,1,1,3,9
60008531,2,6000853,3,5,0,1,1,3,7
60008531,3,6000853,1,0,0,1,1,3,9
60008541,1,6000854,2,11,0,1,4,3,9
60008541,2,6000854,2,7,2,1,4,3,10
60008541,3,6000854,1,0,0,1,4,3,0
60008541,4,6000854,1,0,0,1,4,3,0
60008551,1,6000855,2,7,1,1,1,3,8
60008551,2,6000855,2,11,1,1,1,3,9
60008551,3,6000855,1,0,0,1,1,3,9
60008551,4,6000855,1,0,0,1,1,3,0
60008551,5,6000855,1,0,0,1,1,3,0
60008561,1,6000856,2,7,0,1,4,3,10
60008561,2,6000856,2,4,0,1,4,3,9
60008561,3,6000856,1,5,0,1,4,3,9
60008571,1,6000857,2,5,1,1,1,3,8
60008571,2,6000857,2,4,0,1,1,3,8
60008571,3,6000857,1,0,0,1,1,3,10
60008581,1,6000858,2,4,0,1,4,3,10
60008581,2,6000858,2,4,2,1,4,3,9
60008581,3,6000858,1,11,0,1,4,3,9
60008581,4,6000858,1,11,0,1,4,3,9
60008591,1,6000859,3,3,0,1,1,3,7
60008591,2,6000859,1,6,0,1,1,3,8
60008591,3,6000859,2,0,0,1,1,3,0
60008591,4,6000859,3,5,0,1,1,3,5
60008601,1,6000860,3,3,0,1,1,2,7
60008601,2,6000860,3,4,0,1,1,2,7
60008601,3,6000860,1,7,2,1,1,2,6
60008601,4,6000860,2,0,0,1,1,2,0
60008611,1,6000861,2,5,2,1,4,2,10
60008611,2,6000861,2,5,0,1,4,2,9
60008611,3,6000861,1,0,0,1,4,2,0
60008621,1,6000862,2,11,2,1,4,2,10
60008621,2,6000862,2,5,0,1,4,2,10
60008621,3,6000862,1,0,0,1,4,2,0
60008621,4,6000862,1,0,0,1,4,2,0
60008631,1,6000863,2,7,0,1,1,2,9
60008631,2,6000863,1,11,0,1,1,2,10
60008631,3,6000863,1,7,0,1,1,2,10
60008631,4,6000863,1,0,0,1,1,2,9
60008631,5,6000863,1,0,0,1,1,2,9
60008631,6,6000863,3,3,0,1,1,2,9
60008641,1,6000864,3,3,0,1,1,2,6
60008641,2,6000864,1,7,0,1,1,2,8
60008641,3,6000864,1,0,0,1,1,2,0
60008651,1,6000865,2,4,0,2,4,2,9
60008651,2,6000865,2,1,0,2,4,2,7
60008661,1,6000866,2,1,0,1,1,2,6
60008661,2,6000866,2,7,0,2,1,2,10
60008671,1,6000867,2,1,0,1,1,2,9
60008671,2,6000867,2,1,0,1,1,2,10
60008671,3,6000867,1,0,0,1,1,2,0
60008671,4,6000867,1,0,0,1,1,2,0
60008691,1,6000869,2,7,2,1,1,2,10
60008691,2,6000869,2,5,0,1,1,2,10
60008691,3,6000869,1,0,0,1,1,2,0
60008701,1,6000870,2,5,0,1,2,2,7
60008701,2,6000870,2,5,2,1,2,2,8
60008701,3,6000870,1,11,0,1,2,2,7
60008701,4,6000870,1,0,0,1,2,2,10
60008711,1,6000871,2,1,2,1,1,2,10
60008711,2,6000871,1,0,0,1,1,2,0
60008721,1,6000872,2,5,0,2,1,2,6
60008721,2,6000872,2,5,0,2,1,2,7
60008731,1,6000873,2,5,0,2,1,2,0
60008731,2,6000873,1,10,2,2,1,2,8
60008731,3,6000873,2,0,0,1,1,2,9
60008741,1,6000874,2,6,0,1,1,2,9
60008741,2,6000874,2,6,0,1,1,2,9
60008741,3,6000874,1,0,0,1,1,2,0
60008751,1,6000875,2,9,2,1,2,2,7
60008761,1,6000876,2,0,0,1,2,2,6
60008761,2,6000876,2,5,2,1,2,2,7
60008761,3,6000876,1,0,0,1,2,2,0
60008761,4,6000876,1,0,0,1,2,2,0
60008771,1,6000877,3,1,0,1,2,2,10
60008771,2,6000877,2,0,0,1,2,2,8
60008771,3,6000877,2,0,0,1,2,2,0
60008781,1,6000878,2,5,2,1,2,2,5
60008781,2,6000878,3,5,2,1,2,2,5
60008781,3,6000878,2,0,0,1,2,2,0
60008801,1,6000880,2,3,0,1,1,2,6
60008811,1,6000881,3,4,2,1,2,2,10
60008811,2,6000881,3,0,0,1,2,2,10
60008821,1,6000882,2,5,0,1,2,0,8
60008821,2,6000882,2,5,2,1,2,0,7
60008821,3,6000882,1,11,0,1,2,0,7
60008821,4,6000882,1,5,1,1,2,0,7
60008831,1,6000883,2,3,0,1,5,2,10
60008831,2,6000883,3,1,0,1,5,2,10
60008831,3,6000883,1,7,0,1,5,2,8
60008831,4,6000883,2,0,0,1,5,2,10
60008831,5,6000883,2,0,0,1,5,2,10
60008832,1,6000883,2,11,0,1,5,2,6
60008832,2,6000883,1,0,0,1,5,2,9
60008832,3,6000883,1,0,0,1,5,2,0
60008832,4,6000883,1,0,0,1,5,2,0
60008832,5,6000883,1,0,0,1,5,2,0
60008832,6,6000883,1,0,0,1,5,2,0
60008841,1,6000884,3,1,0,1,2,2,9
60008841,2,6000884,2,7,0,1,2,2,9
60008841,3,6000884,2,0,0,1,2,2,0
60008851,1,6000885,2,3,2,1,6,2,9
60008851,2,6000885,1,0,0,1,6,2,8
60008852,1,6000885,2,0,2,2,6,2,9
60008852,2,6000885,2,0,0,1,6,2,8
60008852,3,6000885,1,0,0,1,6,2,0
60008861,1,6000886,2,11,2,1,4,1,4
60008861,2,6000886,3,0,0,1,4,1,10
60008861,3,6000886,1,0,0,1,4,1,0
60008861,4,6000886,2,0,0,1,4,1,0
60008861,5,6000886,2,0,0,1,4,1,0
60008871,1,6000887,2,5,2,1,4,0,9
60008871,2,6000887,1,0,0,1,4,0,0
60008871,3,6000887,2,0,0,1,4,0,0
60008871,4,6000887,2,0,0,1,4,0,0
60008881,1,6000888,3,3,2,1,4,1,10
60008881,2,6000888,3,1,0,1,4,1,9
60008881,3,6000888,1,7,0,1,4,1,10
60008881,4,6000888,1,0,0,1,4,1,0
60008881,5,6000888,1,0,0,1,4,1,0
60008881,6,6000888,1,5,2,2,4,1,10
60008881,7,6000888,2,5,0,1,4,1,8
60008881,8,6000888,1,0,0,1,4,1,0
60008891,1,6000889,2,11,0,1,6,1,10
60008901,1,6000890,2,3,0,1,1,1,7
60008901,2,6000890,2,5,2,1,1,1,8
60008901,3,6000890,1,3,0,2,1,1,0
60008911,1,6000891,3,3,0,2,6,1,7
60008921,1,6000892,2,4,0,1,6,2,8
60008921,2,6000892,1,5,0,1,6,2,8
60008921,3,6000892,1,0,0,1,6,2,7
60008921,4,6000892,1,0,0,1,6,2,0
60008921,5,6000892,1,0,0,1,6,2,0
60008941,1,6000894,3,0,2,1,1,1,10
60008941,2,6000894,2,11,0,1,1,1,7
60008941,3,6000894,1,0,0,1,1,1,0
60008951,1,6000895,2,1,0,1,1,0,10
60008951,2,6000895,1,3,2,1,1,0,9
60008951,3,6000895,1,0,0,1,1,0,9
60008951,4,6000895,1,4,0,1,1,0,8
60008951,5,6000895,1,0,0,2,1,0,0
60008952,1,6000895,2,3,0,1,1,0,8
60008952,2,6000895,3,1,2,1,1,0,8
60008952,3,6000895,1,0,0,2,1,0,0
60008952,4,6000895,1,0,0,2,1,0,0
60008961,1,6000896,2,5,2,1,4,1,10
60008961,2,6000896,2,1,2,1,4,1,6
60008961,3,6000896,1,0,0,1,4,1,0
60008961,4,6000896,1,0,0,1,4,1,0
60008981,1,6000898,3,3,2,1,2,1,8
60008981,2,6000898,2,9,2,1,2,1,8
60008991,1,6000899,3,3,0,1,1,1,8
60008991,2,6000899,2,3,0,1,1,1,8
60008991,3,6000899,1,0,0,1,1,1,0
60008991,4,6000899,1,0,0,1,1,1,0
60008991,5,6000899,1,0,0,1,1,1,0
60009001,1,6000900,3,4,0,1,1,1,5
60009001,2,6000900,3,1,0,1,1,1,6
60009001,3,6000900,1,0,0,1,1,1,0
60009001,4,6000900,1,0,0,1,1,1,0
60009001,5,6000900,1,1,0,1,1,1,0
60009011,1,6000901,2,3,0,1,1,1,9
60009011,2,6000901,2,4,2,1,1,1,8
60009011,3,6000901,1,0,0,1,1,1,10
60009011,4,6000901,1,0,0,1,1,1,0
60009011,5,6000901,1,0,0,1,1,1,0
60009021,1,6000902,2,4,2,1,1,1,7
60009021,2,6000902,1,0,0,1,1,1,0
60009021,3,6000902,1,0,0,1,1,1,0
60009021,4,6000902,1,0,0,1,1,1,0
60009031,1,6000903,3,1,2,1,1,1,9
60009031,2,6000903,3,1,0,1,1,1,9
60009031,3,6000903,1,3,0,1,1,1,8
60009031,4,6000903,2,5,2,1,1,1,10
60009031,5,6000903,1,0,0,1,1,1,0
60009041,1,6000904,3,3,0,1,4,1,9
60009041,2,6000904,2,1,0,1,4,1,7
60009041,3,6000904,1,3,2,1,4,1,8
60009051,1,6000905,3,1,0,1,6,2,9
60009051,2,6000905,3,1,0,1,6,2,7
60009061,1,6000906,3,1,0,1,1,1,10
60009061,2,6000906,1,5,2,1,1,1,9
60009061,3,6000906,1,0,0,1,1,1,0
60009071,1,6000907,2,3,1,1,2,1,7
60009071,2,6000907,1,0,0,1,2,1,0
60009081,1,6000908,3,4,1,1,2,1,7
60009081,2,6000908,3,3,1,1,2,1,9
60009081,3,6000908,1,0,0,1,2,1,8
60009091,1,6000909,2,6,2,1,6,1,10
60009101,1,6000910,3,3,0,1,1,1,8
60009101,2,6000910,3,3,0,1,1,1,2
60009111,1,6000911,2,3,0,1,1,1,10
60009111,2,6000911,1,0,0,1,1,1,0
60009111,3,6000911,1,0,0,1,1,1,0
60009111,4,6000911,1,4,0,1,1,1,9
60009111,5,6000911,1,0,0,1,1,1,0
60009111,6,6000911,1,3,2,1,1,1,8
60009111,7,6000911,2,3,0,1,1,1,10
60009121,1,6000912,2,7,0,1,1,1,5
60009121,2,6000912,2,7,0,1,1,1,8
60009121,3,6000912,1,0,0,1,1,1,0
60009121,4,6000912,1,0,0,1,1,1,0
60009121,5,6000912,2,5,0,2,1,1,8
60009121,6,6000912,2,11,0,1,1,1,8
60009121,7,6000912,1,0,0,1,1,1,0
60009131,1,6000913,3,3,2,1,1,1,7
60009131,2,6000913,3,1,0,1,1,1,5
60009131,3,6000913,1,7,0,1,1,1,8
60009132,1,6000913,2,5,0,1,2,1,10
60009132,2,6000913,2,7,0,1,2,1,5
60009132,3,6000913,1,0,0,1,2,1,0
60009133,1,6000913,2,3,1,1,1,1,3
60009133,2,6000913,2,4,0,1,1,1,8
60009133,3,6000913,2,0,0,1,1,1,0
60009133,4,6000913,2,0,0,1,1,1,0
60009141,1,6000914,3,5,0,1,1,1,5
60009141,2,6000914,1,4,0,1,1,1,10
60009141,3,6000914,1,0,0,1,1,1,7
60009151,1,6000915,2,4,2,1,2,1,10
60009151,2,6000915,2,4,2,1,2,1,9
60009151,3,6000915,1,0,0,1,2,1,0
60009161,1,6000916,2,4,0,2,1,1,5
60009161,2,6000916,2,4,0,1,1,1,8
60009161,3,6000916,1,0,0,1,1,1,0
60009161,4,6000916,1,0,0,1,1,1,0
60009171,1,6000917,3,3,2,1,2,1,5
60009171,2,6000917,3,3,0,1,2,1,5
60009171,3,6000917,1,3,2,1,2,1,5
60009171,4,6000917,1,10,0,1,2,1,10
60009171,5,6000917,2,3,2,1,2,1,7
60009171,6,6000917,1,0,0,1,2,1,0
60009181,1,6000918,2,5,0,1,1,1,7
60009181,2,6000918,2,7,2,1,1,1,10
60009181,3,6000918,1,0,0,1,1,1,0
60009191,1,6000919,3,3,0,1,1,1,9
60009191,2,6000919,2,3,1,1,1,1,8
60009191,3,6000919,1,0,0,1,1,1,0
60009191,4,6000919,1,11,0,1,1,1,7
60009191,5,6000919,2,0,0,1,1,1,8
60009191,6,6000919,1,0,0,1,1,1,0
60009211,1,6000921,2,5,2,1,2,1,8
60009211,2,6000921,2,5,0,1,2,1,10
60009221,1,6000922,3,1,2,1,1,3,10
60009221,2,6000922,1,7,0,1,1,3,10
60009221,3,6000922,1,0,0,1,1,3,0
60009221,4,6000922,3,4,2,1,1,3,4
60009231,1,6000923,3,1,2,1,1,1,8
60009231,2,6000923,3,1,0,1,1,1,5
60009231,3,6000923,3,1,0,1,1,1,8
60009231,4,6000923,1,4,2,1,1,1,7
60009231,5,6000923,1,0,0,1,1,1,0
60009231,6,6000923,3,4,0,1,1,1,5
60009231,7,6000923,1,0,0,1,1,1,0
60009231,8,6000923,1,0,0,1,1,1,0
60009232,1,6000923,3,3,1,1,2,1,5
60009232,2,6000923,2,0,0,1,2,1,0
60009232,3,6000923,2,0,0,1,2,1,0
60009232,4,6000923,2,0,0,1,2,1,0
60009241,1,6000924,2,5,0,1,1,2,2
60009241,2,6000924,1,0,0,1,1,2,0
60009251,1,6000925,3,5,0,1,1,2,3
60009251,2,6000925,3,3,0,1,1,2,10
60009261,1,6000926,2,5,0,1,2,2,10
60009261,2,6000926,1,0,0,1,2,2,9
60009261,3,6000926,1,0,0,1,2,2,10
60009261,4,6000926,2,0,0,1,2,2,0
60009271,1,6000927,1,7,0,1,2,3,10
60009271,2,6000927,2,11,0,1,2,3,10
60009271,3,6000927,1,0,0,1,2,3,0
60009271,4,6000927,1,0,0,1,2,3,0
60009271,5,6000927,3,3,0,1,2,3,10
60009271,6,6000927,2,5,0,1,2,3,10
60009281,1,6000928,2,11,0,1,2,2,8
60009281,2,6000928,1,0,0,1,2,2,7
60009281,3,6000928,1,0,0,1,2,2,8
60009291,1,6000929,2,5,0,1,1,2,5
60009291,2,6000929,1,0,0,1,1,2,0
60009291,3,6000929,1,0,0,1,1,2,0
60009291,4,6000929,1,0,0,1,1,2,0
60009321,1,6000932,3,1,0,1,1,1,9
60009321,2,6000932,3,3,0,1,1,1,10
60009331,1,6000933,2,5,0,1,1,1,10
60009331,2,6000933,1,0,0,1,1,1,10
60009331,3,6000933,1,0,0,1,1,1,0
60009331,4,6000933,1,0,0,1,1,1,0
60009341,1,6000934,2,4,2,1,1,1,10
60009341,2,6000934,2,5,2,1,1,1,7
60009341,3,6000934,1,5,0,1,1,1,10
60009341,4,6000934,1,6,0,1,1,1,8
60009341,5,6000934,1,0,0,1,1,1,0
60009361,1,6000936,2,5,0,1,1,1,10
60009361,2,6000936,2,5,0,1,1,1,5
60009361,3,6000936,1,0,0,1,1,1,0
60009361,4,6000936,1,0,0,1,1,1,0
60009361,5,6000936,1,0,0,1,1,1,0
60009381,1,6000938,2,0,0,1,6,1,7
60009381,2,6000938,2,10,0,1,6,1,8
60009381,3,6000938,1,0,0,1,6,1,0
60009381,4,6000938,1,0,0,1,6,1,0
60009391,1,6000939,2,7,0,1,1,1,8
60009391,2,6000939,2,5,0,1,1,1,7
60009391,3,6000939,1,0,0,1,1,1,0
60009391,4,6000939,1,0,0,1,1,1,0
60009391,5,6000939,1,0,0,1,1,1,0
60009401,1,6000940,2,5,0,1,1,1,10
60009411,1,6000941,3,5,0,1,6,1,10
60009421,1,6000942,2,3,2,1,2,9,0
60009421,2,6000942,2,5,0,1,2,9,10
60009421,3,6000942,1,0,0,1,2,9,0
60009431,1,6000943,3,5,0,1,1,1,10
60009431,2,6000943,3,4,0,1,1,1,10
60009431,3,6000943,1,0,0,1,1,1,10
60009441,1,6000944,3,1,0,1,1,1,7
60009451,1,6000945,3,3,0,1,6,1,4
60009451,2,6000945,2,3,0,1,6,1,9
60009451,3,6000945,1,0,0,1,6,1,8
60009461,1,6000946,3,1,0,1,6,1,6
60009471,1,6000947,3,3,0,1,1,1,0
60009471,2,6000947,3,3,0,2,1,1,0
60009491,1,6000949,3,1,0,1,1,1,10
60009491,2,6000949,2,3,0,1,1,1,7
60009501,1,6000950,2,11,0,1,1,1,8
60009501,2,6000950,2,0,0,1,1,1,8
60009501,3,6000950,1,0,0,1,1,1,0
60009501,4,6000950,1,0,0,1,1,1,0
60009511,1,6000951,2,5,2,1,1,1,10
60009511,2,6000951,1,9,0,1,1,1,10
60009511,3,6000951,1,0,0,1,1,1,0
60009511,4,6000951,1,0,0,1,1,1,0
60009511,5,6000951,2,4,0,1,1,1,10
60009521,1,6000952,3,1,0,1,1,1,5
60009521,2,6000952,1,5,2,1,1,1,8
60009521,3,6000952,2,0,0,2,1,1,0
60009531,1,6000953,2,3,0,1,1,1,10
60009531,2,6000953,1,0,0,1,1,1,8
60009531,3,6000953,1,0,0,1,1,1,0
60009531,4,6000953,1,0,0,1,1,1,0
60009531,5,6000953,2,0,0,2,1,1,0
60009531,6,6000953,2,0,0,1,1,1,0
60009541,1,6000954,2,3,0,1,1,1,10
60009541,2,6000954,2,5,2,1,1,1,5
60009541,3,6000954,1,0,0,1,1,1,0
60009551,1,6000955,2,3,2,1,2,1,10
60009551,2,6000955,3,3,0,1,2,1,10
60009551,3,6000955,1,7,2,1,2,1,10
60009551,4,6000955,1,0,0,1,2,1,0
60009561,1,6000956,2,5,0,1,1,1,10
60009561,2,6000956,2,5,0,1,1,1,4
60009571,1,6000957,3,3,0,1,1,1,8
60009571,2,6000957,2,3,0,1,1,1,0
60009581,1,6000958,2,9,2,1,6,1,10
60009581,2,6000958,2,4,0,1,6,1,10
60009581,3,6000958,1,0,0,1,6,1,10
60009581,4,6000958,1,0,0,1,6,1,10
60009581,5,6000958,2,5,0,1,6,1,9
60009581,6,6000958,1,0,0,1,6,1,0
60009581,7,6000958,2,0,0,1,6,1,0
60009591,1,6000959,2,0,0,1,6,1,8
60009591,2,6000959,1,0,0,1,6,1,0
60009591,3,6000959,2,0,0,1,6,1,9
60009591,4,6000959,1,0,0,1,6,1,0
60009601,1,6000960,3,7,0,1,6,3,8
60009601,2,6000960,1,0,0,2,6,3,8
60009601,3,6000960,1,0,0,1,6,3,8
60009601,4,6000960,3,3,0,1,6,3,7
60009611,1,6000961,3,4,0,1,4,2,5
60009611,2,6000961,2,3,0,1,4,2,8
60009611,3,6000961,1,11,0,1,4,2,7
60009611,4,6000961,1,0,0,1,4,2,10
60009621,1,6000962,2,9,1,1,6,2,7
60009621,2,6000962,1,11,0,1,6,2,8
60009621,3,6000962,1,0,0,1,6,2,0
60009621,4,6000962,1,0,0,1,6,2,0
60009621,5,6000962,3,4,0,1,6,2,10
60009631,1,6000963,2,5,2,1,6,3,10
60009631,2,6000963,2,5,0,1,6,3,10
60009631,3,6000963,1,0,0,1,6,3,10
60009631,4,6000963,1,0,0,1,6,3,0
60009631,5,6000963,1,0,0,1,6,3,0
60009641,1,6000964,2,10,2,2,6,3,6
60009641,2,6000964,1,0,0,2,6,3,0
60009651,1,6000965,1,11,0,1,6,3,10
60009651,2,6000965,3,3,0,1,6,3,8
60009661,1,6000966,2,9,2,1,6,0,10
60009671,1,6000967,2,5,2,1,6,1,8
60009671,2,6000967,2,5,0,1,6,1,9
60009671,3,6000967,1,0,0,1,6,1,0
60009681,1,6000968,2,4,0,1,4,1,10
60009681,2,6000968,3,3,0,1,4,1,10
60009691,1,6000969,2,5,2,1,6,1,9
60009691,2,6000969,2,11,0,1,6,1,8
60009691,3,6000969,1,0,0,1,6,1,9
60009691,4,6000969,1,0,0,1,6,1,9
60009701,1,6000970,2,5,0,1,6,1,10
60009711,1,6000971,2,11,2,1,6,2,10
60009711,2,6000971,2,7,2,1,6,2,10
